49, Craft-repair, Private,40,7298, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
59, Adm-clerical, Private,15,2414, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
29, Handlers-cleaners, Private,60,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
46, Adm-clerical, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
46, Exec-managerial, Federal-gov,40,15024, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
24, Craft-repair, Private,60,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, Mexico, >50K
23, Sales, Private,9,0, Some-college,10, Never-married, Own-child, Black, Male, United-States, <=50K
47, Other-service, Private,25,0, Bachelors,13, Divorced, Not-in-family, White, Female, Germany, <=50K
30, Transport-moving, Private,73,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
33, Prof-specialty, State-gov,19,0, Masters,14, Married-civ-spouse, Husband, Asian-Pac-Islander, Male, India, <=50K
60, Other-service, Local-gov,60,0, Some-college,10, Married-civ-spouse, Husband, Asian-Pac-Islander, Male, Philippines, <=50K
51, Exec-managerial, Private,43,0, Assoc-voc,11, Never-married, Not-in-family, White, Female, United-States, <=50K
49, Handlers-cleaners, Local-gov,40,0, 11th,7, Divorced, Unmarried, White, Male, United-States, <=50K
21, Other-service, Private,40,0, HS-grad,9, Never-married, Other-relative, White, Male, Mexico, <=50K
47, Other-service, Private,32,0, HS-grad,9, Divorced, Own-child, White, Female, United-States, <=50K
41, Prof-specialty, Private,50,-1977, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
36, Exec-managerial, Private,60,0, Bachelors,13, Married-civ-spouse, Husband, Asian-Pac-Islander, Male, ?, >50K
48, Exec-managerial, Private,50,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
25, Transport-moving, Private,52,0, HS-grad,9, Never-married, Unmarried, White, Male, United-States, <=50K
29, Craft-repair, Private,45,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
30, Adm-clerical, Self-emp-not-inc,60,0, Some-college,10, Never-married, Not-in-family, White, Female, United-States, <=50K
43, Machine-op-inspct, Private,40,0, Bachelors,13, Divorced, Other-relative, White, Male, United-States, <=50K
31, Sales, Private,50,0, Some-college,10, Never-married, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
49, Machine-op-inspct, Private,48,0, 7th-8th,4, Married-civ-spouse, Husband, White, Male, United-States, <=50K
38, Adm-clerical, Private,20,0, HS-grad,9, Divorced, Unmarried, White, Female, United-States, <=50K
50, Transport-moving, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, Black, Male, United-States, <=50K
28, ?, ?,40,0, HS-grad,9, Separated, Unmarried, White, Female, United-States, <=50K
47, Exec-managerial, Private,50,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
21, Handlers-cleaners, Private,36,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
35, Exec-managerial, Private,40,0, HS-grad,9, Divorced, Unmarried, White, Female, United-States, >50K
19, Machine-op-inspct, Private,40,0, HS-grad,9, Never-married, Own-child, Black, Female, United-States, <=50K
17, Prof-specialty, Private,15,0, 10th,6, Never-married, Own-child, Other, Female, United-States, <=50K
27, Craft-repair, Local-gov,60,0, 10th,6, Married-civ-spouse, Husband, White, Male, United-States, <=50K
35, Machine-op-inspct, Private,40,-1974, Some-college,10, Never-married, Not-in-family, White, Male, United-States, <=50K
36, Prof-specialty, Private,50,0, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
31, Craft-repair, Self-emp-not-inc,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
49, Exec-managerial, Self-emp-inc,40,0, HS-grad,9, Divorced, Unmarried, White, Female, United-States, <=50K
63, Prof-specialty, Private,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, ?, >50K
34, Craft-repair, Local-gov,40,0, Assoc-voc,11, Never-married, Own-child, White, Female, United-States, <=50K
33, Adm-clerical, Private,40,0, HS-grad,9, Never-married, Unmarried, White, Female, United-States, <=50K
24, Other-service, Private,40,0, HS-grad,9, Never-married, Own-child, Black, Male, United-States, <=50K
50, Machine-op-inspct, Private,40,0, 11th,7, Widowed, Not-in-family, White, Female, United-States, <=50K
35, Prof-specialty, Private,80,0, Doctorate,16, Never-married, Not-in-family, White, Female, United-States, >50K
20, Craft-repair, Private,40,0, HS-grad,9, Never-married, Other-relative, Black, Male, United-States, <=50K
48, Exec-managerial, Private,40,15024, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
25, Craft-repair, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Female, United-States, <=50K
41, Machine-op-inspct, Private,40,0, HS-grad,9, Divorced, Own-child, White, Male, United-States, <=50K
31, Exec-managerial, Private,50,0, Some-college,10, Married-civ-spouse, Own-child, White, Male, United-States, <=50K
36, Other-service, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, Black, Male, United-States, <=50K
27, Exec-managerial, Private,50,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
81, ?, ?,18,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
29, Adm-clerical, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Female, United-States, <=50K
20, Handlers-cleaners, Private,35,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
20, Craft-repair, Private,40,0, HS-grad,9, Never-married, Unmarried, White, Male, United-States, <=50K
23, Tech-support, Private,40,4101, Some-college,10, Never-married, Not-in-family, White, Female, United-States, <=50K
42, Other-service, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
37, Other-service, State-gov,20,0, HS-grad,9, Married-spouse-absent, Unmarried, White, Female, United-States, <=50K
27, Adm-clerical, Private,35,0, Assoc-voc,11, Never-married, Own-child, White, Female, United-States, <=50K
39, Other-service, State-gov,40,0, HS-grad,9, Never-married, Not-in-family, Black, Male, United-States, <=50K
30, Craft-repair, Private,40,3411, HS-grad,9, Married-civ-spouse, Own-child, Asian-Pac-Islander, Male, United-States, <=50K
19, Sales, Private,25,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
54, Transport-moving, Local-gov,40,0, Assoc-voc,11, Married-civ-spouse, Husband, Black, Male, United-States, <=50K
25, Adm-clerical, Local-gov,40,0, Some-college,10, Never-married, Unmarried, Black, Female, United-States, <=50K
17, Other-service, Private,40,0, 10th,6, Never-married, Own-child, White, Male, United-States, <=50K
27, Prof-specialty, Local-gov,40,0, Bachelors,13, Never-married, Own-child, White, Female, United-States, <=50K
30, Transport-moving, Private,40,0, HS-grad,9, Divorced, Own-child, Black, Male, United-States, <=50K
33, Prof-specialty, State-gov,40,0, Bachelors,13, Never-married, Other-relative, Black, Female, United-States, <=50K
36, Craft-repair, Private,60,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
38, Machine-op-inspct, Private,40,0, HS-grad,9, Never-married, Other-relative, White, Male, United-States, <=50K
48, Other-service, Private,30,0, 11th,7, Never-married, Not-in-family, White, Female, United-States, <=50K
42, Exec-managerial, Private,40,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
38, Protective-serv, Local-gov,43,4787, Bachelors,13, Never-married, Not-in-family, White, Female, United-States, >50K
52, Prof-specialty, Self-emp-inc,35,99999, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
24, Handlers-cleaners, Private,30,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
65, ?, ?,40,0, HS-grad,9, Widowed, Unmarried, White, Female, United-States, <=50K
26, Sales, Private,18,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
19, Tech-support, Private,40,0, Some-college,10, Never-married, Own-child, White, Female, ?, <=50K
55, Adm-clerical, Private,40,0, HS-grad,9, Separated, Not-in-family, White, Female, United-States, <=50K
24, Adm-clerical, Private,40,0, Some-college,10, Never-married, Own-child, Black, Female, United-States, <=50K
38, Prof-specialty, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
58, Prof-specialty, Private,45,0, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
34, Prof-specialty, Private,55,0, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
23, ?, ?,35,0, Bachelors,13, Never-married, Not-in-family, Asian-Pac-Islander, Male, United-States, <=50K
35, Sales, Private,30,0, Bachelors,13, Married-civ-spouse, Wife, White, Female, United-States, >50K
25, Prof-specialty, Local-gov,40,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
40, Transport-moving, Private,45,0, HS-grad,9, Divorced, Unmarried, White, Male, United-States, <=50K
33, Craft-repair, Private,84,-2258, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
40, Sales, Self-emp-not-inc,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
29, Exec-managerial, Private,45,0, Bachelors,13, Never-married, Not-in-family, White, Female, United-States, <=50K
31, Craft-repair, Private,46,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
29, Other-service, Private,40,0, Some-college,10, Never-married, Unmarried, Black, Female, United-States, <=50K
37, Adm-clerical, Federal-gov,40,0, HS-grad,9, Married-civ-spouse, Husband, Black, Male, United-States, <=50K
18, Handlers-cleaners, Private,40,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
33, Other-service, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
67, Farming-fishing, Self-emp-not-inc,65,0, HS-grad,9, Widowed, Not-in-family, White, Male, United-States, <=50K
25, Tech-support, Private,40,0, Bachelors,13, Never-married, Not-in-family, Black, Male, ?, <=50K
31, Handlers-cleaners, Private,37,0, 1st-4th,2, Never-married, Not-in-family, White, Male, Mexico, <=50K
30, Protective-serv, Local-gov,40,0, Assoc-voc,11, Never-married, Not-in-family, White, Male, United-States, <=50K
42, Sales, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
42, Exec-managerial, Private,40,0, Masters,14, Never-married, Not-in-family, White, Male, United-States, <=50K
47, Transport-moving, Private,55,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
36, Exec-managerial, Private,40,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, <=50K
38, Adm-clerical, State-gov,38,0, Some-college,10, Separated, Unmarried, Black, Female, United-States, <=50K
33, Craft-repair, Self-emp-not-inc,50,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
78, Exec-managerial, Self-emp-inc,45,9386, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
49, Adm-clerical, Private,40,0, Bachelors,13, Divorced, Not-in-family, White, Male, United-States, <=50K
39, Adm-clerical, Federal-gov,50,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
26, Craft-repair, Private,70,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
29, Other-service, State-gov,40,0, HS-grad,9, Never-married, Not-in-family, Asian-Pac-Islander, Male, Thailand, <=50K
61, ?, ?,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
56, Craft-repair, Private,40,0, 12th,8, Married-civ-spouse, Husband, White, Male, Italy, <=50K
25, Sales, Self-emp-inc,45,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, >50K
27, Sales, Private,40,0, Assoc-acdm,12, Never-married, Not-in-family, White, Female, United-States, <=50K
35, Transport-moving, Self-emp-inc,60,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
36, Farming-fishing, Self-emp-not-inc,60,0, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, >50K
43, Exec-managerial, Private,45,-1564, Bachelors,13, Divorced, Not-in-family, White, Male, United-States, >50K
32, Machine-op-inspct, Private,40,0, 12th,8, Married-civ-spouse, Husband, White, Male, Mexico, <=50K
60, Machine-op-inspct, Private,40,0, 7th-8th,4, Divorced, Not-in-family, White, Male, United-States, <=50K
27, Handlers-cleaners, Private,40,0, HS-grad,9, Never-married, Other-relative, Asian-Pac-Islander, Male, United-States, <=50K
31, Prof-specialty, Federal-gov,40,0, Assoc-voc,11, Never-married, Own-child, White, Male, United-States, <=50K
75, Sales, Self-emp-inc,40,0, Some-college,10, Widowed, Not-in-family, White, Male, United-States, >50K
50, Adm-clerical, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Female, United-States, <=50K
29, Other-service, Private,40,0, HS-grad,9, Never-married, Unmarried, White, Female, Mexico, <=50K
36, Farming-fishing, Self-emp-not-inc,70,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, <=50K
47, Craft-repair, Private,40,7688, Some-college,10, Married-civ-spouse, Husband, Black, Male, United-States, >50K
49, Exec-managerial, Self-emp-inc,70,0, Masters,14, Separated, Not-in-family, White, Male, United-States, >50K
62, ?, ?,40,7298, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
52, Handlers-cleaners, Private,40,0, HS-grad,9, Never-married, Unmarried, White, Male, United-States, <=50K
56, Sales, Self-emp-not-inc,60,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
23, Farming-fishing, Self-emp-not-inc,35,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
49, Craft-repair, Private,45,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
34, Transport-moving, Self-emp-not-inc,60,0, 11th,7, Married-civ-spouse, Husband, White, Male, United-States, <=50K
45, Handlers-cleaners, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, Germany, >50K
51, ?, ?,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
43, Prof-specialty, Federal-gov,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
40, Exec-managerial, Private,50,0, HS-grad,9, Divorced, Unmarried, White, Female, United-States, <=50K
32, Sales, Private,65,0, Some-college,10, Married-civ-spouse, Husband, Black, Male, United-States, <=50K
55, Prof-specialty, Self-emp-inc,35,0, Masters,14, Divorced, Not-in-family, White, Female, United-States, <=50K
33, Sales, Private,60,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
37, Craft-repair, Self-emp-not-inc,35,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
40, Craft-repair, Private,50,0, 12th,8, Married-civ-spouse, Husband, White, Male, United-States, >50K
31, Prof-specialty, State-gov,50,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, <=50K
33, Exec-managerial, Private,40,5178, Bachelors,13, Married-civ-spouse, Husband, Black, Male, United-States, >50K
41, Farming-fishing, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
55, Tech-support, Private,38,-1590, Bachelors,13, Never-married, Other-relative, White, Female, United-States, <=50K
